Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSG00000085491.15	SLC25A24	chr1	-	108134036	108200849	14.471420	9.145087	20.639381
ENSG00000162639.15	HENMT1	chr1	-	108648290	108661526	1.287671	0.611754	1.380658
ENSG00000162636.15	FAM102B	chr1	+	108560089	108644900	7.457020	3.142512	7.092279
ENSG00000134186.11	PRPF38B	chr1	+	108692323	108701803	15.342275	7.634260	17.229624
ENSG00000116266.10	STXBP3	chr1	+	108746688	108809526	41.329296	16.801788	37.919651
ENSG00000162641.18	AKNAD1	chr1	-	108815898	108857094	0.000000	0.000000	0.000000
ENSG00000274068.1	AL449266.1	chr1	-	108837660	108963484	0.406760	0.165362	0.373203
ENSG00000121957.12	GPSM2	chr1	+	108875350	108934545	1.614043	3.555531	8.024414
ENSG00000121940.15	CLCC1	chr1	-	108929508	108963457	13.748405	6.533014	14.744240
ENSG00000085433.15	WDR47	chr1	-	108970214	109042113	9.899775	4.239768	9.568654
ENSG00000197780.9	TAF13	chr1	-	109064140	109076002	30.309967	12.322050	27.809412
ENSG00000215717.5	TMEM167B	chr1	+	109089803	109096934	49.347633	20.061520	45.276478
ENSG00000179902.12	C1orf194	chr1	-	109105951	109113857	0.000000	0.000000	0.000000
ENSG00000116299.16	KIAA1324	chr1	+	109113679	109203229	288.898254	143.978256	324.941895
ENSG00000031698.12	SARS	chr1	+	109213918	109238148	237.194260	101.235489	228.476532
ENSG00000134222.16	PSRC1	chr1	-	109279556	109283186	2.622765	1.413571	3.190262
ENSG00000143126.7	CELSR2	chr1	+	109250019	109275750	121.034622	49.204762	111.049339
ENSG00000134243.11	SORT1	chr1	-	109309568	109397951	74.670845	34.224621	77.240921
ENSG00000143028.8	SYPL2	chr1	+	109466628	109482137	0.436534	0.177466	0.400520
ENSG00000162650.16	ATXN7L2	chr1	+	109483939	109492734	2.354185	0.957058	2.159966
ENSG00000143106.12	PSMA5	chr1	-	109399031	109426351	37.460644	18.893803	42.641079
ENSG00000174151.14	CYB561D1	chr1	+	109494052	109502932	5.182319	3.259609	7.356553
ENSG00000156097.12	GPR61	chr1	+	109539872	109547260	0.021540	0.008757	0.019763
ENSG00000181754.6	AMIGO1	chr1	-	109504175	109509738	8.855560	4.265754	9.627302
ENSG00000065135.10	GNAI3	chr1	+	109548611	109618321	11.156324	4.535432	10.235933
ENSG00000134183.11	GNAT2	chr1	-	109603267	109619929	0.000000	0.000000	0.000000
ENSG00000116337.15	AMPD2	chr1	+	109616104	109632051	13.321141	13.716193	30.955830
ENSG00000134201.10	GSTM5	chr1	+	109712255	109718266	0.942769	1.319358	2.977636
ENSG00000168765.16	GSTM4	chr1	+	109656081	109674836	3.706120	11.441456	25.822014
ENSG00000213366.12	GSTM2	chr1	+	109668022	109709549	1.472499	8.939496	20.175386
ENSG00000134184.12	GSTM1	chr1	+	109687820	109708685	8.664191	4.727078	10.668457
ENSG00000134202.10	GSTM3	chr1	-	109733932	109741038	88.489822	42.650665	96.257515
ENSG00000184371.13	CSF1	chr1	+	109910242	109930992	16.045134	14.535482	32.804867
ENSG00000156150.6	ALX3	chr1	-	110059994	110070700	0.540613	0.219778	0.496013
ENSG00000186150.4	UBL4B	chr1	+	110112468	110113945	0.847091	0.344372	0.777206
ENSG00000143093.14	STRIP1	chr1	+	110031577	110054641	10.977818	8.750765	19.749443
ENSG00000197106.6	SLC6A17	chr1	+	110150486	110202202	0.759919	0.308933	0.697226
ENSG00000116396.14	KCNC4	chr1	+	110211473	110249124	0.454977	0.633829	1.430478
ENSG00000168710.17	AHCYL1	chr1	+	109984686	110023741	69.467316	75.442818	170.265518
ENSG00000162775.14	RBM15	chr1	+	110338506	110346681	4.562280	2.529717	5.709272
ENSG00000168679.17	SLC16A4	chr1	-	110362848	110391082	11.173931	5.866180	13.239277
ENSG00000143125.5	PROK1	chr1	+	110451200	110457354	0.151719	0.061679	0.139202
ENSG00000177272.8	KCNA3	chr1	-	110672465	110675033	0.393538	0.159987	0.361071
ENSG00000134248.13	LAMTOR5	chr1	-	110401249	110407942	54.530880	41.890648	94.542244
ENSG00000143119.12	CD53	chr1	+	110873154	110899928	54.814617	22.284039	50.292439
ENSG00000121931.15	LRIF1	chr1	-	110947185	110964079	8.761393	5.184692	11.701239
ENSG00000173947.13	PIFO	chr1	+	111346288	111353013	8.186144	7.954269	17.951845
ENSG00000085465.12	OVGP1	chr1	-	111414314	111427777	0.358894	0.145903	0.329285
ENSG00000156171.14	DRAM2	chr1	-	111117333	111140216	84.152779	42.291615	95.447174
ENSG00000134255.13	CEPT1	chr1	+	111139627	111185102	10.720654	21.266258	47.995434
ENSG00000162777.16	DENND2D	chr1	-	111187174	111204409	41.204933	18.633144	42.052803
ENSG00000064886.13	CHI3L2	chr1	+	111200771	111243440	9.027726	8.402935	18.964434
ENSG00000143110.11	C1orf162	chr1	+	111473792	111478512	15.869915	7.605271	17.164200
ENSG00000116455.13	WDR77	chr1	-	111439890	111449376	21.210823	8.743440	19.732912
ENSG00000116459.10	ATP5F1	chr1	+	111448936	111462773	98.215782	40.534103	91.480690
ENSG00000121933.18	TMIGD3	chr1	-	111483348	111563962	1.170494	0.894598	2.019001
ENSG00000282608.1	ADORA3	chr1	-	111499429	111503760	16.259272	6.834498	15.424655
ENSG00000116473.14	RAP1A	chr1	+	111542218	111716691	1.752089	19.545256	44.111332
ENSG00000197852.9	FAM212B	chr1	-	111722064	111755824	4.496656	1.874206	4.229861
ENSG00000064703.11	DDX20	chr1	+	111755305	111768016	7.006544	4.029827	9.094843
ENSG00000171385.9	KCND3	chr1	-	111770662	111989155	11.032434	6.470443	14.603026
ENSG00000143079.14	CTTNBP2NL	chr1	+	112396181	112461164	4.872149	7.436950	16.784317
ENSG00000134245.17	WNT2B	chr1	+	112466541	112530165	0.072112	0.172659	0.389671
ENSG00000007341.18	ST7L	chr1	-	112523518	112619418	2.914115	1.317926	2.974403
ENSG00000116489.12	CAPZA1	chr1	+	112619173	112671619	89.657944	36.449055	82.261208
ENSG00000184599.13	FAM19A3	chr1	+	112720419	112727235	0.000000	0.000000	0.000000
ENSG00000155380.11	SLC16A1	chr1	-	112911847	112957013	4.714941	2.627297	5.929500
ENSG00000198799.11	LRIG2	chr1	+	113073209	113132260	2.058601	0.836892	1.888767
ENSG00000155363.18	MOV10	chr1	+	112674421	112700746	22.304234	11.465312	25.875853
ENSG00000155366.16	RHOC	chr1	-	112701106	112707434	109.192093	139.660263	315.196716
ENSG00000271810.5	AL603832.3	chr1	-	112702648	112711355	2.934289	1.231516	2.779387
ENSG00000155367.15	PPM1J	chr1	-	112709994	112715477	9.426869	5.432648	12.260845
ENSG00000081026.18	MAGI3	chr1	+	113390749	113685923	41.748631	18.730442	42.272392
ENSG00000116793.15	PHTF1	chr1	-	113697202	113759476	9.631577	5.673092	12.803498
ENSG00000081019.13	RSBN1	chr1	-	113761832	113812476	10.654811	4.475780	10.101306
ENSG00000134242.15	PTPN22	chr1	-	113813811	113871759	0.559766	0.244878	0.552660
ENSG00000134262.12	AP4B1	chr1	-	113894748	113905201	6.711963	3.013029	6.800050
ENSG00000118655.4	DCLRE1B	chr1	+	113905141	113914086	6.209137	2.524229	5.696887
ENSG00000163349.21	HIPK1	chr1	+	113929192	113977869	10.362967	16.988085	38.340099
ENSG00000134207.15	SYT6	chr1	-	114089292	114153919	0.461689	0.216679	0.489019
ENSG00000116774.11	OLFML3	chr1	+	113979391	113982254	49.983604	24.117609	54.430595
ENSG00000197323.11	TRIM33	chr1	-	114392777	114511160	12.529305	5.436138	12.268722
ENSG00000116752.5	BCAS2	chr1	-	114567557	114581639	57.339100	23.310329	52.608658
ENSG00000175984.14	DENND2C	chr1	-	114582848	114670111	0.292667	0.120582	0.272139
ENSG00000052723.11	SIKE1	chr1	-	114769479	114780685	7.913731	3.581588	8.083220
ENSG00000134259.3	NGF	chr1	-	115285918	115338236	1.106972	0.450022	1.015647
ENSG00000134198.9	TSPAN2	chr1	-	115048011	115089500	2.758481	1.524825	3.441349
ENSG00000177551.5	NHLH2	chr1	-	115836377	115843917	0.041772	0.017722	0.039997
ENSG00000118729.11	CASQ2	chr1	-	115700007	115768781	2.283471	0.928310	2.095086
ENSG00000173218.14	VANGL1	chr1	+	115641953	115698224	10.995168	8.931022	20.156261
ENSG00000163393.12	SLC22A15	chr1	+	115976498	116070054	0.934579	0.404812	0.913613
ENSG00000213281.4	NRAS	chr1	-	114704469	114716894	34.528778	14.037142	31.680174
ENSG00000009307.15	CSDE1	chr1	-	114716913	114758676	161.598679	128.472000	289.946167
ENSG00000116815.15	CD58	chr1	-	116514535	116571039	7.382370	5.147919	11.618245
ENSG00000116824.4	CD2	chr1	+	116754385	116769228	2.643836	1.614145	3.642934
ENSG00000143061.17	IGSF3	chr1	-	116574399	116667755	11.707253	4.959213	11.192359
ENSG00000134256.12	CD101	chr1	+	117001750	117036417	0.136493	0.058461	0.131939
ENSG00000134247.9	PTGFRN	chr1	+	116910057	116990358	26.657494	10.837193	24.458265
ENSG00000116830.11	TTF2	chr1	+	117060303	117107453	2.329106	0.946862	2.136956
ENSG00000134253.9	TRIM45	chr1	-	117111060	117122587	2.844733	1.629385	3.677329
ENSG00000163399.15	ATP1A1	chr1	+	116372668	116410261	160.768997	260.051544	586.905579
ENSG00000134258.16	VTCN1	chr1	-	117143587	117210960	31.725853	51.623783	116.508774
ENSG00000198162.12	MAN1A2	chr1	+	117367449	117528872	23.817823	14.475481	32.669449
ENSG00000183508.4	FAM46C	chr1	+	117605934	117628372	13.856171	5.633013	12.713044
ENSG00000196505.10	GDAP2	chr1	-	117863485	117929630	3.978953	1.813073	4.091891
ENSG00000092607.13	TBX15	chr1	-	118883046	118989556	3.725529	1.782614	4.023148
ENSG00000065183.15	WDR3	chr1	+	117929720	117966542	8.823441	5.145439	11.612649
ENSG00000155761.13	SPAG17	chr1	-	117953864	118185223	1.502443	0.957664	2.161334
ENSG00000116874.11	WARS2	chr1	-	119031216	119140671	13.558576	5.578734	12.590542
ENSG00000143067.4	ZNF697	chr1	-	119619422	119647773	8.774390	3.567093	8.050508
ENSG00000134240.11	HMGCS2	chr1	-	119747996	119768905	0.130791	0.053412	0.120545
ENSG00000092621.12	PHGDH	chr1	+	119648411	119744226	5.933341	20.005859	45.150860
ENSG00000134250.19	NOTCH2	chr1	-	119911553	120069626	45.585659	26.777861	60.434467
ENSG00000265808.3	SEC22B	chr1	-	120150898	120176515	18.465506	11.102353	25.056698
ENSG00000263353.3	PPIAL4A	chr1	+	120889746	120890405	0.476667	0.193782	0.437342
ENSG00000273136.6	NBPF26	chr1	+	120723923	120841481	7.913982	7.583873	17.115904
ENSG00000198019.12	FCGR1B	chr1	+	121087345	121096310	7.296222	6.065521	13.689164
ENSG00000188610.12	FAM72B	chr1	-	121167646	121185539	0.439139	0.195067	0.440242
ENSG00000171943.11	SRGAP2C	chr1	+	121184810	121392822	3.593744	1.600862	3.612956
ENSG00000203818.7	HIST2H3PS2	chr1	-	143905556	143905966	1.236010	0.502481	1.134040
ENSG00000263513.5	FAM72C	chr1	-	143955364	143971965	0.000000	0.000000	0.000000
ENSG00000271567.1	PPIAL4E	chr1	-	144372875	144373659	0.391224	0.159046	0.358948
ENSG00000279782.1	PPIAL4F	chr1	+	144592868	144593527	0.428788	0.174317	0.393413
ENSG00000266338.6	NBPF15	chr1	-	144421386	144461647	5.499875	2.369254	5.347127
ENSG00000215784.5	FAM72D	chr1	+	145096000	145112696	0.342233	0.139130	0.313999
ENSG00000196369.11	SRGAP2B	chr1	-	144887265	145095528	6.154568	3.281368	7.405661
ENSG00000256374.2	PPIAL4D	chr1	-	145241630	145242124	0.641638	0.260848	0.588703
ENSG00000162825.16	NBPF20	chr1	-	145289900	145405778	0.477482	0.677298	1.528582
ENSG00000117262.18	GPR89A	chr1	+	145607990	145670648	8.573503	11.070244	24.984230
ENSG00000174827.13	PDZK1	chr1	-	145670852	145708148	116.361687	69.011993	155.751907
ENSG00000117281.15	CD160	chr1	+	145719471	145739288	0.000000	0.000000	0.000000
ENSG00000265491.4	RNF115	chr1	-	145738868	145824077	8.826588	3.588313	8.098399
ENSG00000186141.8	POLR3C	chr1	+	145824176	145842505	30.663864	12.867285	29.039942
ENSG00000198483.12	ANKRD35	chr1	-	145866560	145885866	2.026464	0.829004	1.870965
ENSG00000186364.11	NUDT17	chr1	+	145845629	145848953	3.921249	1.594123	3.597748
ENSG00000131788.15	PIAS3	chr1	-	145848522	145859836	34.301735	17.367815	39.197109
ENSG00000143127.12	ITGA10	chr1	-	145891208	145910189	0.926552	0.376675	0.850112
ENSG00000131779.10	PEX11B	chr1	-	145911350	145918837	46.819359	20.105701	45.376194
ENSG00000265241.6	RBM8A	chr1	-	145921556	145927536	47.749016	21.935991	49.506939
ENSG00000280778.1	AC243547.3	chr1	+	145927258	145977811	0.000000	0.000000	0.000000
ENSG00000271601.3	LIX1L	chr1	-	145933423	145958001	6.066766	2.466350	5.566261
ENSG00000272031.2	ANKRD34A	chr1	-	145959442	145964582	0.189698	0.131759	0.297365
ENSG00000121851.12	POLR3GL	chr1	+	145964703	145978848	38.285835	16.613850	37.495499
ENSG00000265972.5	TXNIP	chr1	-	145992435	145996600	256.783722	114.643608	258.737091
ENSG00000271425.7	NBPF10	chr1	-	146064699	146144804	2.483657	1.025718	2.314924
ENSG00000264343.5	NOTCH2NL	chr1	-	146146521	146229026	5.982028	6.152607	13.885707
ENSG00000270339.3	AC243756.1	chr1	-	146344131	146344790	0.107251	0.043601	0.098403
ENSG00000268043.7	NBPF12	chr1	+	146938744	146996202	2.896418	2.213758	4.996191
ENSG00000131791.7	PRKAB2	chr1	-	147155106	147172544	8.349732	3.394455	7.660884
ENSG00000131781.12	FMO5	chr1	-	147184305	147225873	13.834789	14.688533	33.150280
ENSG00000131778.18	CHD1L	chr1	+	147242641	147295766	38.389702	16.719681	37.734344
ENSG00000116128.10	BCL9	chr1	+	147541412	147626216	10.074864	4.095781	9.243693
ENSG00000162836.11	ACP6	chr1	-	147629652	147670496	3.190689	2.645949	5.971595
ENSG00000265107.2	GJA5	chr1	-	147756199	147773362	10.626107	5.371459	12.122748
ENSG00000188092.14	GPR89B	chr1	+	147928393	147993339	20.492502	9.129044	20.603172
ENSG00000263956.6	NBPF11	chr1	-	148102046	148152322	4.393300	2.221528	5.013726
ENSG00000236334.2	PPIAL4G	chr1	-	148479824	148483679	0.242756	0.098689	0.222729
ENSG00000270629.5	NBPF14	chr1	-	148531385	148679751	6.182469	9.334841	21.067633
ENSG00000177144.7	NUDT4P1	chr1	+	148748894	148750099	9.509678	3.866013	8.725135
ENSG00000178104.19	PDE4DIP	chr1	+	148808181	149033019	2.652885	9.870716	22.277040
ENSG00000269713.7	NBPF9	chr1	-	149054027	149103561	2.977019	2.111889	4.766283
ENSG00000271383.6	NBPF19	chr1	+	149390623	149556361	0.849134	2.181729	4.923905
ENSG00000263464.2	PPIAL4C	chr1	+	149583865	149584464	0.675761	0.274720	0.620011
ENSG00000184260.5	HIST2H2AC	chr1	+	149886975	149887364	14.492945	5.891883	13.297284
ENSG00000184270.4	HIST2H2AB	chr1	-	149887524	149887916	0.269932	0.109737	0.247663
ENSG00000178096.8	BOLA1	chr1	+	149887890	149900792	12.920323	8.292810	18.715893
ENSG00000159164.9	SV2A	chr1	-	149903318	149917882	3.413557	1.515943	3.421304
ENSG00000150337.13	FCGR1A	chr1	+	149782671	149792518	20.338181	8.950711	20.200699
ENSG00000203814.6	HIST2H2BF	chr1	-	149782689	149812373	1.783355	1.044373	2.357026
ENSG00000183598.3	HIST2H3D	chr1	-	149813271	149813681	0.401460	0.163207	0.368340
ENSG00000270882.2	HIST2H4A	chr1	+	149832659	149833241	8.905232	3.620285	8.170555
ENSG00000203811.1	HIST2H3C	chr1	-	149839538	149841193	0.155495	0.063214	0.142667
ENSG00000203812.2	HIST2H2AA3	chr1	-	149842188	149842736	79.835419	32.455860	73.249039
ENSG00000272196.2	HIST2H2AA4	chr1	+	149851061	149851624	80.239090	32.619965	73.619408
ENSG00000203852.3	HIST2H3A	chr1	+	149852619	149854274	0.155495	0.063214	0.142667
ENSG00000270276.2	HIST2H4B	chr1	-	149860079	149861210	7.952738	3.233063	7.296642
ENSG00000184678.10	HIST2H2BE	chr1	-	149884459	149886652	26.231234	10.663904	24.067171
ENSG00000014914.20	MTMR11	chr1	-	149928652	149936867	7.763566	3.291251	7.427966
ENSG00000143368.9	SF3B4	chr1	-	149923317	149928344	85.383751	38.104595	85.997574
ENSG00000264522.5	OTUD7B	chr1	-	149937812	150010676	20.965057	8.523021	19.235451
ENSG00000136631.12	VPS45	chr1	+	150067293	150145327	22.486738	9.511889	21.467211
ENSG00000023902.13	PLEKHO1	chr1	+	150149183	150160065	11.913257	7.777287	17.552420
ENSG00000143401.14	ANP32E	chr1	-	150218417	150236156	17.222874	9.097578	20.532156
ENSG00000159208.15	CIART	chr1	+	150282543	150287093	5.692673	4.275455	9.649196
ENSG00000118298.10	CA14	chr1	+	150257159	150265078	0.000000	0.000000	0.000000
ENSG00000117362.12	APH1A	chr1	-	150265399	150269303	199.140472	83.702858	188.907471
ENSG00000118292.8	C1orf54	chr1	+	150268200	150280916	15.557324	11.789635	26.607813
ENSG00000266472.5	MRPS21	chr1	+	150293720	150308979	64.211159	32.985733	74.444901
ENSG00000117360.12	PRPF3	chr1	+	150321476	150353195	14.276200	5.803769	13.098421
ENSG00000163125.15	RPRD2	chr1	+	150364650	150476566	15.289997	11.545725	26.057335
ENSG00000143374.16	TARS2	chr1	+	150487364	150507609	18.175657	8.685520	19.602192
ENSG00000143369.14	ECM1	chr1	+	150508076	150513789	52.328842	23.965101	54.086403
ENSG00000143382.14	ADAMTSL4	chr1	+	150549369	150560937	4.173347	1.848479	4.171798
ENSG00000143384.12	MCL1	chr1	-	150574551	150579738	150.860825	64.040123	144.530975
ENSG00000143420.18	ENSA	chr1	-	150600851	150629596	36.399849	44.568722	100.586334
ENSG00000143457.10	GOLPH3L	chr1	-	150646225	150697144	40.793720	22.962780	51.824284
ENSG00000163131.10	CTSS	chr1	-	150730196	150765957	32.001705	13.009800	29.361582
ENSG00000143387.12	CTSK	chr1	-	150796208	150808323	151.069473	68.166260	153.843185
ENSG00000283324.1	AL355860.1	chr1	+	150887136	150913292	0.000000	0.000000	0.000000
ENSG00000143437.20	ARNT	chr1	-	150809705	150876768	31.380650	16.022917	36.161831
ENSG00000143379.12	SETDB1	chr1	+	150926263	150964744	12.029086	10.005713	22.581711
ENSG00000143418.19	CERS2	chr1	-	150963670	150975004	83.309349	95.871170	216.369888
ENSG00000143412.9	ANXA9	chr1	+	150982017	150995634	77.376236	31.456112	70.992729
ENSG00000143409.15	MINDY1	chr1	-	150996086	151008375	23.835218	15.244617	34.405300
ENSG00000143363.15	PRUNE1	chr1	+	151008477	151035713	12.964367	6.454578	14.567220
ENSG00000143458.11	GABPB2	chr1	+	151070604	151125542	1.589430	0.985814	2.224866
ENSG00000163141.18	BNIPL	chr1	+	151036570	151047600	17.263453	8.750613	19.749102
ENSG00000143443.9	C1orf56	chr1	+	151047740	151051420	8.393766	3.412356	7.701284
ENSG00000197622.12	CDC42SE1	chr1	-	151050971	151070325	54.541924	25.729881	58.069302
ENSG00000213190.3	MLLT11	chr1	+	151057758	151068497	2.813251	1.143684	2.581159
ENSG00000143434.15	SEMA6C	chr1	-	151131685	151146664	3.027516	1.726456	3.896407
ENSG00000163154.5	TNFAIP8L2	chr1	+	151156629	151159749	7.940342	3.228023	7.285267
ENSG00000163156.11	SCNM1	chr1	+	151156664	151170297	18.052319	16.063021	36.252338
ENSG00000163155.11	LYSMD1	chr1	-	151159748	151165948	6.256379	2.999615	6.769778
ENSG00000163157.14	TMOD4	chr1	-	151169986	151176016	0.000000	0.000000	0.000000
ENSG00000163159.12	VPS72	chr1	-	151176304	151190213	61.260345	28.513174	64.350868
ENSG00000143398.19	PIP5K1A	chr1	+	151197949	151249536	2.997996	9.633104	21.740778
ENSG00000159352.15	PSMD4	chr1	+	151254703	151267479	60.040760	81.992981	185.048462
ENSG00000143373.17	ZNF687	chr1	+	151281618	151292180	17.767588	14.623442	33.003380
ENSG00000143393.16	PI4KB	chr1	-	151291797	151327715	20.107189	11.402401	25.733871
ENSG00000143390.17	RFX5	chr1	-	151340640	151347357	12.544800	7.195514	16.239424
ENSG00000143416.20	SELENBP1	chr1	-	151364302	151372733	54.116325	56.578472	127.690926
ENSG00000159377.10	PSMB4	chr1	+	151399534	151401944	375.986481	152.851517	344.967804
ENSG00000143442.21	POGZ	chr1	-	151402724	151459465	17.152887	8.988608	20.286228
ENSG00000143375.14	CGN	chr1	+	151510510	151538692	22.167807	23.076933	52.081913
ENSG00000143367.15	TUFT1	chr1	+	151540305	151583583	17.505304	7.258733	16.382103
ENSG00000159409.14	CELF3	chr1	-	151702404	151716814	0.032953	0.013401	0.030244
ENSG00000178796.12	RIIAD1	chr1	+	151710433	151729606	0.000000	0.000000	0.000000
ENSG00000143376.12	SNX27	chr1	+	151612082	151699091	8.705024	3.882959	8.763379
ENSG00000143436.10	MRPL9	chr1	-	151759643	151763564	53.419453	29.058670	65.581985
ENSG00000143450.16	OAZ3	chr1	+	151762899	151771334	1.441721	3.173515	7.162249
ENSG00000182134.15	TDRKH	chr1	-	151771564	151791416	6.920050	4.141329	9.346490
ENSG00000213171.2	LINGO4	chr1	-	151800264	151806154	2.446022	0.994393	2.244226
ENSG00000143365.17	RORC	chr1	-	151806071	151831872	15.556072	8.201167	18.509066
ENSG00000225556.1	C2CD4D	chr1	-	151837819	151840557	1.169038	0.475254	1.072593
ENSG00000196407.11	THEM5	chr1	-	151847263	151853697	0.000000	0.000000	0.000000
ENSG00000159445.12	THEM4	chr1	-	151873584	151909808	7.500327	4.238173	9.565057
ENSG00000197747.8	S100A10	chr1	-	151982915	151994390	420.649445	178.975662	403.926941
ENSG00000215853.3	RPTN	chr1	-	152153595	152159228	0.000000	0.000000	0.000000
ENSG00000159450.12	TCHH	chr1	-	152106317	152115454	0.276054	0.112225	0.253280
ENSG00000197915.5	HRNR	chr1	-	152212082	152224193	0.000000	0.000000	0.000000
ENSG00000143520.6	FLG2	chr1	-	152348735	152360006	0.000000	0.000000	0.000000
ENSG00000163207.6	IVL	chr1	+	152908545	152911886	0.322341	0.131043	0.295748
ENSG00000163220.10	S100A9	chr1	+	153357854	153361027	21.003466	8.538634	19.270691
ENSG00000143546.9	S100A8	chr1	-	153390032	153391188	9.309486	4.652995	10.501259
ENSG00000184330.11	S100A7A	chr1	+	153416524	153423225	0.118508	0.057669	0.130153
ENSG00000143556.8	S100A7	chr1	-	153457744	153460701	2.757463	1.254401	2.831035
ENSG00000163191.5	S100A11	chr1	-	152032506	152037035	1518.125488	617.170471	1392.880859
ENSG00000196420.7	S100A5	chr1	-	153537147	153541765	0.409439	0.183800	0.414814
ENSG00000196154.11	S100A4	chr1	-	153543613	153550136	283.568878	162.170837	366.000427
ENSG00000188015.9	S100A3	chr1	-	153547329	153549372	2.434555	1.104197	2.492042
ENSG00000197956.9	S100A6	chr1	-	153534599	153536244	1760.477661	927.599487	2093.482422
ENSG00000196754.10	S100A2	chr1	-	153561108	153567890	1.275706	1.794632	4.050273
ENSG00000188643.10	S100A16	chr1	-	153606886	153613083	339.688354	215.121628	485.504089
ENSG00000189334.8	S100A14	chr1	-	153614255	153616986	900.607178	441.821899	997.139771
ENSG00000189171.14	S100A13	chr1	-	153618799	153628239	212.959488	147.522675	332.941223
ENSG00000160678.11	S100A1	chr1	+	153627926	153632037	24.431318	15.221935	34.354107
ENSG00000160679.12	CHTOP	chr1	+	153633982	153646306	30.472475	26.165865	59.053265
ENSG00000169418.9	NPR1	chr1	+	153678637	153693992	11.188149	4.548369	10.265133
ENSG00000143553.10	SNAPIN	chr1	+	153658654	153661830	73.623779	29.930613	67.549850
ENSG00000143621.16	ILF2	chr1	-	153661788	153671048	172.285263	88.760429	200.321793
ENSG00000143624.13	INTS3	chr1	+	153728067	153774808	21.369879	9.416124	21.251081
ENSG00000279767.1	AL513523.10	chr1	-	153772371	153774079	2.854131	1.160303	2.618667
ENSG00000143554.13	SLC27A3	chr1	+	153774354	153780157	11.636404	7.105108	16.035387
ENSG00000143614.9	GATAD2B	chr1	-	153789030	153923360	10.061613	5.584224	12.602934
ENSG00000198837.9	DENND4B	chr1	-	153929501	153946696	9.335297	4.250224	9.592253
ENSG00000160741.16	CRTC2	chr1	-	153947675	153958625	29.950815	12.181543	27.492304
ENSG00000143570.17	SLC39A1	chr1	-	153959099	153968184	97.078400	63.197399	142.629074
ENSG00000143578.15	CREB3L4	chr1	+	153967892	153974363	57.241539	33.338573	75.241226
ENSG00000143543.14	JTB	chr1	-	153974269	153977688	154.237122	78.503403	177.172897
ENSG00000177954.11	RPS27	chr1	+	153990759	153992150	39.863258	32.990284	74.455177
ENSG00000143545.8	RAB13	chr1	-	153981617	153986352	214.437897	118.083626	266.500793
ENSG00000163263.6	C1orf189	chr1	-	154199372	154206333	0.000000	0.000000	0.000000
ENSG00000143552.9	NUP210L	chr1	-	153992685	154155116	0.000000	0.000000	0.000000
ENSG00000143549.19	TPM3	chr1	-	154155304	154194648	43.081005	140.857300	317.898285
ENSG00000143575.14	HAX1	chr1	+	154272511	154275875	77.936440	36.399925	82.150330
ENSG00000143515.16	ATP8B2	chr1	+	154325553	154351307	10.229558	4.897871	11.053917
ENSG00000160712.12	IL6R	chr1	+	154405193	154469450	2.030316	1.714432	3.869271
ENSG00000169291.9	SHE	chr1	-	154469772	154502113	1.529203	0.940537	2.122681
ENSG00000143612.19	C1orf43	chr1	-	154206706	154220636	147.206024	90.347115	203.902756
ENSG00000143569.18	UBAP2L	chr1	+	154220179	154271510	42.548744	68.151154	153.809097
ENSG00000160716.5	CHRNB2	chr1	+	154567781	154580026	0.336455	0.136920	0.309013
ENSG00000160714.9	UBE2Q1	chr1	-	154548577	154558633	40.057011	16.284561	36.752331
ENSG00000143603.18	KCNN3	chr1	-	154697455	154870280	1.173899	0.527768	1.191109
ENSG00000160710.15	ADAR	chr1	-	154582062	154627964	99.365875	41.721039	94.159462
ENSG00000163344.5	PMVK	chr1	-	154924734	154936991	129.739853	52.743736	119.036385
ENSG00000163346.16	PBXIP1	chr1	-	154944076	154956121	137.333481	65.451553	147.716431
ENSG00000163348.3	PYGO2	chr1	-	154957026	154962036	40.313061	17.408018	39.287842
ENSG00000160691.18	SHC1	chr1	-	154962298	154974395	52.320927	38.984058	87.982414
ENSG00000173207.12	CKS1B	chr1	+	154974653	154979249	17.199041	13.255664	29.916466
ENSG00000160688.18	FLAD1	chr1	+	154983352	154993111	11.210061	9.201052	20.765686
ENSG00000163352.5	LENEP	chr1	+	154993588	154994142	0.000000	0.000000	0.000000
ENSG00000163357.10	DCST1	chr1	+	155033824	155050930	0.044671	0.020336	0.045895
ENSG00000160685.13	ZBTB7B	chr1	+	155002630	155018522	56.322781	25.844770	58.328590
ENSG00000163354.14	DCST2	chr1	-	155018533	155033760	0.287625	0.116930	0.263896
ENSG00000243364.7	EFNA4	chr1	+	155063731	155069553	20.272078	9.271463	20.924597
ENSG00000251246.1	AL691442.1	chr1	+	155063748	155086807	1.981327	0.805478	1.817869
ENSG00000143590.13	EFNA3	chr1	+	155078872	155087538	21.820688	8.870864	20.020491
ENSG00000143537.13	ADAM15	chr1	+	155051286	155062775	120.155075	55.940792	126.251755
ENSG00000169242.11	EFNA1	chr1	+	155127460	155134857	61.914330	29.497932	66.573357
ENSG00000169241.17	SLC50A1	chr1	+	155135344	155138857	31.089539	27.593128	62.274429
ENSG00000179085.7	DPM3	chr1	-	155139891	155140595	137.239029	82.581902	186.377579
